league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y,is_playoffs,job_variant,window_label,request_scope
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,0,,,,,,False,1611661327,73.0,555,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629524-1630143-1631083-1642304-1642782,,,,,,1611661313,4,Marine Johannes,1629546,32,01:33,0,,0,,1627668,Breanna Stewart,1631083,Emily Engstler,False,0,,23.9,0.3083,78.0,Arc3,3,93.0,OffLiveBallTurnover,NYL,01:18,,20,238,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,11,,,,,,False,1611661327,15.0,296,2026-05-12,1022600014,1627668-1627673-1631136-203822-204335,False,PDX,1629524-1630143-1631083-1642304-1642782,,,,,,1611661313,2,Breanna Stewart,1627668,45,00:37,0,,0,,0,,0,,False,10,,25.1,0.3355,26.8,Arc3,3,37.4,OffFTMake,NYL,00:26,,157,196,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,12,,,,,,False,1611661327,158.0,259,2026-05-12,1022600014,1627668-1627673-1629546-1642210-203822,False,PDX,1629524-1630143-1631083-1642296-1642304,,,,,,1611661313,2,Breanna Stewart,1627668,35,02:58,1627673,Jonquel Jones,1642296,Nyadiew Puoch,0,,0,,False,8,,5.3,0.3581,160.0,ShortMidRange,2,178.0,OffCorner3Miss,NYL,02:40,,35,40,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,13,,,,,,False,1611661327,392.0,196,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629484-1629524-1630154-1641650-1642782,,,,,,1611661313,2,Marine Johannes,1629546,15,06:53,0,,0,,0,,0,,False,-1,,25.2,0.3463,398.0,Arc3,3,413.0,OffDeadball,NYL,06:38,,-84,238,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,14,,,,,,False,1611661327,417.0,191,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629484-1629524-1641650-1642304-1642782,,,,,,1611661313,2,Pauline Astier,1631136,13,07:28,0,,1629524,Bridget Carleton,0,,0,,False,-1,,22.6,0.3884,420.0,Arc3,3,448.0,OffArc3Make,NYL,07:00,,186,129,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,15,,,,,,False,1611661327,479.0,175,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629524-1630143-1641650-1642304-1642782,,,,,,1611661313,2,Breanna Stewart,1627668,9,08:24,0,,1641650,Haley Jones,0,,0,,False,4,,12.7,0.4008,485.0,ShortMidRange,2,504.0,OffShortMidRangeMake,NYL,08:05,,123,30,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,16,,,,,,False,1611661327,534.0,166,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629524-1630143-1641650-1642304-1642782,,,,,,1611661313,2,Betnijah Laney-Hamilton,204335,5,09:03,1627668,Breanna Stewart,1642782,Sarah Ashlee Barker,0,,0,,False,6,,24.0,0.3774,537.0,Arc3,3,543.0,OffArc3Miss,NYL,08:57,,-223,88,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,17,,,,,,False,1611661327,121.0,124,2026-05-12,1022600014,1627673-1631136-1642210-203822-204335,False,PDX,1629484-1631083-1642296-1642304-1642782,,,,,,1611661313,1,Julie Vanloo,1642210,26,02:27,0,,1642782,Sarah Ashlee Barker,0,,0,,False,6,,16.8,0.3509,122.0,LongMidRange,2,147.0,OffCorner3Make,NYL,02:02,,41,163,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,18,,,,,,False,1611661327,252.0,96,2026-05-12,1022600014,1627668-1629546-1629566-1642210-203822,False,PDX,1629484-1630154-1642296-1642782-1643494,,0.0,Han Xu,1629566.0,Team,1611661313,1,Breanna Stewart,1627668,20,04:33,1627668,Breanna Stewart,1629524,Bridget Carleton,0,,0,,False,4,5.0,13.4,0.4,254.0,ShortMidRange,2,273.0,OffArc3Miss,NYL,04:14,,-117,66,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,19,,,,,,False,1611661327,252.0,91,2026-05-12,1022600014,1627668-1629546-1629566-1642210-203822,False,PDX,1629484-1629524-1630154-1642782-1643494,,,,,,1611661313,1,Han Xu,1629566,20,04:33,1627668,Breanna Stewart,1629524,Bridget Carleton,0,,0,,False,4,,3.5,0.5048,259.0,AtRim,2,273.0,OffArc3Miss,NYL,04:19,,4,35,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,20,,,,,,False,1611661327,289.0,72,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629524-1630143-1630154-1631083-1642782,,,,,,1611661313,1,Jonquel Jones,1627673,18,05:05,0,,1630143,Luisa Geiselsoder,0,,0,,False,1,,24.0,0.3648,291.0,Arc3,3,305.0,OffAtRimMake,NYL,04:51,,195,140,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,21,,,,,,False,1611661327,350.0,65,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629524-1630143-1630154-1631083-1642782,,,,,,1611661313,1,Jonquel Jones,1627673,14,06:08,1627673,Jonquel Jones,1630143,Luisa Geiselsoder,0,,0,,False,3,,23.4,0.3773,353.0,Arc3,3,368.0,OffCorner3Miss,NYL,05:53,,216,89,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,22,,,,,,False,1611661327,408.0,44,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629524-1630143-1631083-1642296-1642304,,,,,,1611661313,1,Marine Johannes,1629546,12,07:05,1627673,Jonquel Jones,1629524,Bridget Carleton,0,,0,,False,1,,22.9,0.4026,420.0,Corner3,3,425.0,OffArc3Miss,NYL,07:00,,225,43,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,23,,,,,,False,1611661327,438.0,39,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629524-1630143-1631083-1642296-1642304,,0.0,Breanna Stewart,1627668.0,TeamBlocked,1611661313,1,Betnijah Laney-Hamilton,204335,10,07:35,204335,Betnijah Laney-Hamilton,1642304,Carla Leite,0,,0,,False,1,5.0,25.0,0.4145,440.0,Arc3,3,455.0,OffLongMidRangeMiss,NYL,07:20,,8,250,False,shots,4Q/OT | margin -3..3 | 300..120,team
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661313'}",shot_pace,1611661313,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661313__b6e7fcde,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661313,200,24,,,,,,False,1611661327,499.0,21,2026-05-12,1022600014,1627668-1627673-1629546-1631136-204335,False,PDX,1629524-1630143-1631083-1642296-1642304,,,,,,1611661313,1,Pauline Astier,1631136,6,08:36,0,,0,,0,,0,,False,-2,,10.4,0.4078,501.0,ShortMidRange,2,516.0,OffFTMake,NYL,08:21,,-45,94,False,shots,4Q/OT | margin -3..3 | 300..120,team
