league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,0,,,,,,False,1611661324,67.0,521,2025-09-11,1022500285,1628881-1641656-1642304-1642324-1642822,False,MIN,1628926-1629567-1642320-1642344-1642797,,,,,,1611661331,4,Kate Martin,1642324,34,01:22,0,,0,,0,,0,,False,-17,,23.5,0.376,69.0,Corner3,3,82.0,OffDeadball,GSV,01:09,,223,73
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,11,,,False,,,,1611661324,447.0,418,2025-09-11,1022500285,1627701-1630097-1630387-1631007-1642767,True,MIN,1627675-1629491-1629501-1629567-203825,,,,,,1611661331,4,Veronica Burton,1631007,10,07:39,0,,1629567,Natisha Hiedeman,0,,0,,False,-18,,19.8,0.3597,447.0,LongMidRange,2,459.0,OffAtRimMake,GSV,07:27,,-82,180
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,12,,,,,,False,1611661324,464.0,414,2025-09-11,1022500285,1627701-1630097-1630387-1631007-1642767,False,MIN,1627675-1629491-1629501-1629567-203825,,,,,,1611661331,4,Kaila Charles,1630097,8,08:07,0,,1629567,Natisha Hiedeman,0,,0,,False,-16,,23.6,0.3521,468.0,Arc3,3,487.0,OffArc3Make,GSV,07:48,,-183,149
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,13,,,,,,False,1611661324,494.0,407,2025-09-11,1022500285,1627701-1630097-1630387-1631007-1642767,False,MIN,1627675-1629491-1629501-1629567-203825,,,,,,1611661331,4,Janelle Salaün,1642767,6,08:36,0,,0,,0,,0,,False,-13,,18.6,0.3373,499.0,LongMidRange,2,516.0,OffTimeout,GSV,08:19,,-179,49
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,14,,,,,,False,1611661324,545.0,392,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,False,MIN,1627675-1629491-1629501-1629567-203825,Janelle Salaün,1642767.0,Janelle Salaün,1642767.0,ShortMidRange,1611661331,4,Iliana Rupert,1630387,2,09:35,0,,1629567,Natisha Hiedeman,0,,0,,False,-8,1.0,24.3,0.3554,548.0,Arc3,3,575.0,OffShortMidRangeMake,GSV,09:08,,-77,231
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,15,,,,,,False,1611661324,545.0,390,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,False,MIN,1627675-1629491-1629501-1629567-203825,,,,,,1611661331,4,Janelle Salaün,1642767,2,09:35,0,,1629567,Natisha Hiedeman,0,,0,,False,-8,,10.4,0.3286,551.0,ShortMidRange,2,575.0,OffShortMidRangeMake,GSV,09:11,,91,50
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,16,,,,,,False,1611661324,5.0,378,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,False,MIN,1627675-1629483-1629491-1629524-1629567,Monique Billings,1628881.0,Iliana Rupert,1630387.0,Arc3,1611661331,3,Monique Billings,1628881,37,00:29,1630387,Iliana Rupert,1629524,Bridget Carleton,0,,0,,True,-6,1.0,2.9,0.5181,7.0,AtRim,2,29.0,OffCorner3Miss,GSV,00:07,,-21,20
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,17,,,,,,False,1611661324,5.0,376,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,False,MIN,1627675-1629483-1629491-1629524-1629567,,,,,,1611661331,3,Iliana Rupert,1630387,37,00:29,1630387,Iliana Rupert,1629524,Bridget Carleton,0,,0,,False,-6,,27.2,0.2575,11.0,Arc3,3,29.0,OffCorner3Miss,GSV,00:11,,-138,234
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,18,,,,,,False,1611661324,39.0,372,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,False,MIN,1627675-1629483-1629491-1629524-1629567,Veronica Burton,1631007.0,Cecilia Zandalasini,1628508.0,Arc3,1611661331,3,Cecilia Zandalasini,1628508,35,01:05,0,,1629567,Natisha Hiedeman,0,,0,,False,-6,4.0,24.0,0.3273,42.0,Arc3,3,65.0,OffAtRimMake,GSV,00:42,,-12,240
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,19,,,,,,False,1611661324,39.0,370,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,False,MIN,1627675-1629483-1629491-1629524-1629567,,,,,,1611661331,3,Cecilia Zandalasini,1628508,35,01:05,0,,1629567,Natisha Hiedeman,0,,0,,False,-6,,23.8,0.3345,49.0,Arc3,3,65.0,OffAtRimMake,GSV,00:49,,83,223
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,20,Veronica Burton,1631007.0,True,,,,1611661324,88.0,365,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,True,MIN,1627675-1629483-1629491-1629524-1629567,Veronica Burton,1631007.0,Janelle Salaün,1642767.0,Corner3,1611661331,3,Iliana Rupert,1630387,33,01:44,0,,0,,1631007,Veronica Burton,1629483,Napheesa Collier,False,-7,8.0,24.1,0.3833,88.0,Arc3,3,104.0,OffLiveBallTurnover,GSV,01:28,,84,226
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,21,,,,,,False,1611661324,88.0,363,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,False,MIN,1627675-1629483-1629491-1629524-1629567,,,,,,1611661331,3,Janelle Salaün,1642767,33,01:44,0,,0,,1631007,Veronica Burton,1629483,Napheesa Collier,False,-7,,23.2,0.4277,98.0,Corner3,3,104.0,OffLiveBallTurnover,GSV,01:38,,-224,60
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,22,Veronica Burton,1631007.0,True,,,,1611661324,122.0,359,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,True,MIN,1627675-1629483-1629491-1629524-1629567,,,,,,1611661331,3,Iliana Rupert,1630387,31,02:12,1642767,Janelle Salaün,1627675,Courtney Williams,0,,0,,False,-10,,24.0,0.3839,122.0,Arc3,3,132.0,OffLongMidRangeMiss,GSV,02:02,,140,195
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,23,,,,,,False,1611661324,184.0,345,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,False,MIN,1629483-1629491-1629524-1629567-203825,,,,,,1611661331,3,Cecilia Zandalasini,1628508,27,03:14,1642767,Janelle Salaün,1629567,Natisha Hiedeman,0,,0,,False,-10,,23.9,0.3749,187.0,Arc3,3,194.0,OffArc3Miss,GSV,03:07,,95,219
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,24,,,,,,False,1611661324,202.0,341,2025-09-11,1022500285,1628508-1628881-1630387-1631007-1642767,False,MIN,1629483-1629491-1629524-1629567-203825,,,,,,1611661331,3,Janelle Salaün,1642767,25,03:48,0,,0,,0,,0,,False,-10,,18.8,0.3201,206.0,LongMidRange,2,228.0,OffTimeout,GSV,03:26,,-12,188
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,25,,,,,,False,1611661324,247.0,327,2025-09-11,1022500285,1627701-1628508-1630387-1631007-1642767,False,MIN,1629483-1629491-1629524-1629567-203825,Veronica Burton,1631007.0,Veronica Burton,1631007.0,ShortMidRange,1611661331,3,Janelle Salaün,1642767,23,04:38,0,,0,,0,,0,,False,-8,1.0,24.1,0.422,253.0,Arc3,3,278.0,OffFTMake,GSV,04:13,,-113,213
wnba,wnba_shot_pace,shot_pace,shots,get-shots,2025,Regular Season,team,"{'EntityType': 'Team', 'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661331', 'EntityId': '1611661331'}",shot_pace,1611661331,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__season-2025__season_type-Regular_Season__team_id-1611661331__entity_id-1611661331__6e412a4f,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&Season=2025&SeasonType=Regular+Season&TeamId=1611661331&EntityId=1611661331,200,26,,,,,,False,1611661324,247.0,325,2025-09-11,1022500285,1627701-1628508-1630387-1631007-1642767,False,MIN,1629483-1629491-1629524-1629567-203825,,,,,,1611661331,3,Veronica Burton,1631007,23,04:38,0,,0,,0,,0,,False,-8,,7.8,0.3314,255.0,ShortMidRange,2,278.0,OffFTMake,GSV,04:15,,-27,73
