league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,request_id,request_table,request_url,request_status,request_row_index,game_id,date,home_team_id,away_team_id,home_points,away_points,home_possessions,away_possessions,home_team_abbreviation,away_team_abbreviation
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,10,1042400202,2024-10-01,1611661313,1611661319,88,84,77,78,NYL,LVA
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,11,1042400212,2024-10-01,1611661324,1611661323,77,70,74,74,MIN,CON
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,12,1042400213,2024-10-04,1611661323,1611661324,81,90,73,74,CON,MIN
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,13,1042400203,2024-10-04,1611661319,1611661313,95,81,77,78,LVA,NYL
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,14,1042400214,2024-10-06,1611661323,1611661324,92,82,76,77,CON,MIN
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,15,1042400204,2024-10-06,1611661319,1611661313,62,76,72,74,LVA,NYL
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,16,1042400215,2024-10-08,1611661324,1611661323,88,77,78,76,MIN,CON
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,17,1042400301,2024-10-10,1611661313,1611661324,93,95,84,82,NYL,MIN
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,18,1042400302,2024-10-13,1611661313,1611661324,80,66,76,77,NYL,MIN
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,19,1042400303,2024-10-16,1611661324,1611661313,77,80,78,77,MIN,NYL
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,20,1042400304,2024-10-18,1611661324,1611661313,82,80,79,79,MIN,NYL
wnba,wnba_current_season_league_discovery,league_discovery,season_team_catalog,get-games,2024,Playoffs,season,"{'SeasonType': 'Playoffs', 'Season': '2024'}",discovery,get-games__season_team_catalog__season_type-Playoffs__season-2024__45a1f796,get-games,https://api.pbpstats.com/get-games/wnba?SeasonType=Playoffs&Season=2024,200,21,1042400305,2024-10-20,1611661313,1611661324,67,62,85,83,NYL,MIN
