league,job_id,job_family,variant,endpoint,season,season_type,scope,request_params,source,team_id,clutch_window,request_id,request_table,request_url,request_status,request_row_index,assist_player,assist_player_id,assisted,block_player,block_player_id,blocked,dtid,end_time,event_num,game_date,gid,lineup_id,made,opponent,opponent_lineup_id,oreb_rebound_player,oreb_rebound_player_id,oreb_shot_player,oreb_shot_player_id,oreb_shot_type,otid,period,player,player_id,poss_num,possession_start_time,previous_poss_end_rebound_pid,previous_poss_end_rebound_player,previous_poss_end_shooter_pid,previous_poss_end_shooter_player,previous_poss_end_steal_pid,previous_poss_end_steal_player,previous_poss_end_turnover_pid,previous_poss_end_turnover_player,putback,score_margin,seconds_since_oreb,shot_distance,shot_quality,shot_time,shot_type,shot_value,start_time,start_type,team,time,url,x,y
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,0,,,,,,False,1611661328,30.4,632,2026-05-10,1022600007,1629568-1642800-1642817-1643449-203398,False,SEA,1631141-1641651-1642798-1643428-203828,,,,,,1611661323,4,Kennedy Burke,1629568,43,00:36,0,,0,,0,,0,,False,-7,,24.4,0.2373,33.4,Arc3,3,36.2,OffTimeout,CON,00:33,,88,228
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,11,,,,,,False,1611661328,409.0,382,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1628882-1629567-1642798-1643428-203828,Brittney Griner,203398.0,Kennedy Burke,1629568.0,ShortMidRange,1611661323,3,Brittney Griner,203398,14,07:13,0,,0,,0,,0,,True,3,0.0,1.1,0.6212,421.0,AtRim,2,433.0,OffDeadball,CON,07:01,,10,4
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,12,,,,,,False,1611661328,409.0,380,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1628882-1629567-1642798-1643428-203828,,,,,,1611661323,3,Kennedy Burke,1629568,14,07:13,0,,0,,0,,0,,False,3,,4.2,0.5122,422.0,ShortMidRange,2,433.0,OffDeadball,CON,07:02,,3,42
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,13,,,,,,False,1611661328,454.0,374,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1629567-1641651-1642798-1643428-203828,,,,,,1611661323,3,Kennedy Burke,1629568,12,07:48,0,,1629567,Natisha Hiedeman,0,,0,,False,3,,23.6,0.3642,455.0,Arc3,3,468.0,OffShortMidRangeMake,CON,07:35,,115,206
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,14,,,,,,False,1611661328,483.0,371,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1629567-1641651-1642798-1643428-203828,,,,,,1611661323,3,Diamond Miller,1641649,10,08:09,1643449,Charlisse Leger-Walker,203828,Stefanie Dolson,0,,0,,False,5,,24.1,0.3817,485.0,Arc3,3,489.0,OffArc3Miss,CON,08:05,,-164,177
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,15,,,,,,False,1611661328,522.0,359,2026-05-10,1022600007,1629568-1641649-1642809-1643449-203398,False,SEA,1629567-1641651-1642798-1643428-203828,,,,,,1611661323,3,Saniya Rivers,1642809,4,09:03,0,,0,,0,,0,,False,5,,19.8,0.3226,524.0,LongMidRange,2,543.0,OffDeadball,CON,08:44,,-194,38
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,16,,,,,,False,1611661323,569.0,352,2026-05-10,1022600007,1629567-1641651-1642798-1643428-203828,False,CON,1629568-1641649-1642809-1643449-203398,,,,,,1611661323,3,Natisha Hiedeman,1629567,1,10:00,0,,0,,0,,0,,False,-5,,13.3,0.2918,573.0,ShortMidRange,2,600.0,OffDeadball,CON,09:33,,-78,108
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,17,,,,,,False,1611661328,48.5,321,2026-05-10,1022600007,1629568-1642800-1642817-1643429-203398,False,SEA,1629567-1631141-1641651-1642307-1643428,,,,,,1611661323,2,Hailey Van Lith,1642817,38,00:59,0,,0,,0,,0,,False,5,,8.9,0.3829,50.1,ShortMidRange,2,59.4,OffDeadball,CON,00:50,,-1,89
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,18,,,,,,False,1611661328,153.0,294,2026-05-10,1022600007,1629568-1642800-1642817-1643429-203398,False,SEA,1629567-1631141-1641651-1643428-203828,,,,,,1611661323,2,Hailey Van Lith,1642817,32,03:02,0,,0,,0,,0,,False,-2,,24.0,0.3511,164.0,Arc3,3,182.0,OffDeadball,CON,02:44,,202,130
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,19,,,,,,False,1611661328,210.0,281,2026-05-10,1022600007,1629568-1642800-1642817-1643429-203398,False,SEA,1629567-1631141-1642307-1643428-203828,,,,,,1611661323,2,Kennedy Burke,1629568,28,03:46,1642800,Aneesah Morrow,1631141,Jade Melbourne,0,,0,,False,-4,,23.9,0.3739,215.0,Arc3,3,226.0,OffArc3Miss,CON,03:35,,121,206
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,20,,,,,,False,1611661328,230.0,277,2026-05-10,1022600007,1629568-1642800-1642817-1643429-203398,False,SEA,1629567-1631141-1642307-1643428-203828,,,,,,1611661323,2,Aneesah Morrow,1642800,26,04:07,0,,0,,0,,0,,False,-4,,1.2,0.7191,232.0,AtRim,2,247.0,OffFTMake,CON,03:52,,11,4
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,21,,,,,,False,1611661328,251.0,271,2026-05-10,1022600007,1629568-1642800-1642817-1643429-203398,False,SEA,1629567-1631141-1642307-1643428-203828,,,,,,1611661323,2,Brittney Griner,203398,24,04:31,1642800,Aneesah Morrow,1631141,Jade Melbourne,0,,0,,False,-2,,11.1,0.373,253.0,ShortMidRange,2,271.0,OffFTMiss,CON,04:13,,107,30
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,22,,,,,,False,1611661328,388.0,224,2026-05-10,1022600007,1629568-1642800-1643429-1643449-203398,False,SEA,1629567-1641660-1642798-1643428-1643453,Gianna Kneepkens,1643429.0,Aneesah Morrow,1642800.0,Arc3,1611661323,2,Gianna Kneepkens,1643429,14,06:56,0,,0,,0,,0,,True,-8,2.0,11.2,0.4062,391.0,ShortMidRange,2,416.0,OffTimeout,CON,06:31,,111,13
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,23,,,,,,False,1611661328,388.0,222,2026-05-10,1022600007,1629568-1642800-1643429-1643449-203398,False,SEA,1629567-1641660-1642798-1643428-1643453,,,,,,1611661323,2,Aneesah Morrow,1642800,14,06:56,0,,0,,0,,0,,False,-8,,23.8,0.3401,396.0,Arc3,3,416.0,OffTimeout,CON,06:36,,-220,92
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,24,,,,,,False,1611661328,441.0,206,2026-05-10,1022600007,1629568-1631135-1642800-1642809-1643449,False,SEA,1631141-1641660-1643428-1643453-203828,,,,,,1611661323,2,Charlisse Leger-Walker,1643449,12,07:30,0,,1643453,Grace Vanslooten,0,,0,,False,-6,,24.7,0.3736,441.0,Arc3,3,450.0,OffArc3Make,CON,07:21,,-182,167
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,25,,,,,,False,1611661328,525.0,177,2026-05-10,1022600007,1629568-1631135-1642800-1642809-1642817,False,SEA,1631141-1641651-1641660-1643453-203828,,,,,,1611661323,2,Aneesah Morrow,1642800,4,09:06,0,,1643453,Grace Vanslooten,0,,0,,False,-7,,2.1,0.6095,526.0,AtRim,2,546.0,OffAtRimMake,CON,08:46,,-12,17
wnba,wnba_current_season_shot_pace,shot_pace,shots,get-shots,2026,Regular Season,team,"{'EntityType': 'Team', 'StartType': 'All', 'Blocked': False, 'Season': '2026', 'SeasonType': 'Regular Season', 'EntityId': '1611661323'}",shot_pace,1611661323,4Q/OT | margin -3..3 | 300..120,get-shots__shots__entity_type-Team__start_type-All__blocked-False__season-2026__season_type-Regular_Season__entity_id-1611661323__107cbc8a,get-shots,https://api.pbpstats.com/get-shots/wnba?EntityType=Team&StartType=All&Blocked=False&Season=2026&SeasonType=Regular+Season&EntityId=1611661323,200,26,,,,,,False,1611661323,566.0,171,2026-05-10,1022600007,1631141-1641651-1641660-1643453-203828,False,CON,1629568-1631135-1642800-1642809-1642817,Grace Vanslooten,1643453.0,Zia Cooke,1641660.0,ShortMidRange,1611661323,2,Jade Melbourne,1631141,1,10:00,0,,0,,0,,0,,False,5,12.0,6.3,0.376,568.0,ShortMidRange,2,600.0,OffDeadball,CON,09:28,,-60,20
