player_id,player_name,player_name_key,team_id,season,season_type,request_id,request_url,request_status,source_file,on_minutes,off_minutes,pts_per100_poss_on,pts_per100_poss_off,pts_per100_poss_on_off,assist_points_per100_poss_on,assist_points_per100_poss_off,assist_points_per100_poss_on_off,fta_per100_poss_on,fta_per100_poss_off,fta_per100_poss_on_off,turnovers_per100_poss_on,turnovers_per100_poss_off,turnovers_per100_poss_on_off,assists_per100_poss_on,assists_per100_poss_off,assists_per100_poss_on_off,ts_pct_on,ts_pct_off,ts_pct_on_off,efg_pct_on,efg_pct_off,efg_pct_on_off,fg3_pct_on,fg3_pct_off,fg3_pct_on_off,fg2_pct_on,fg2_pct_off,fg2_pct_on_off,usage_on,usage_off,usage_on_off,live_ball_turnover_pct_on,live_ball_turnover_pct_off,live_ball_turnover_pct_on_off,def_rebound_pct_on,def_rebound_pct_off,def_rebound_pct_on_off,off_rebound_pct_on,off_rebound_pct_off,off_rebound_pct_on_off,second_chance_points_pct_on,second_chance_points_pct_off,second_chance_points_pct_on_off,penalty_points_pct_on,penalty_points_pct_off,penalty_points_pct_on_off,penalty_off_poss_pct_on,penalty_off_poss_pct_off,penalty_off_poss_pct_on_off,avg2pt_shot_distance_on,avg2pt_shot_distance_off,avg2pt_shot_distance_on_off,avg3pt_shot_distance_on,avg3pt_shot_distance_off,avg3pt_shot_distance_on_off,shot_quality_avg_on,shot_quality_avg_off,shot_quality_avg_on_off,seconds_per_poss_off_on,seconds_per_poss_off_off,seconds_per_poss_off_on_off,seconds_per_poss_def_on,seconds_per_poss_def_off,seconds_per_poss_def_on_off,at_rim_frequency_on,at_rim_frequency_off,at_rim_frequency_on_off,at_rim_accuracy_on,at_rim_accuracy_off,at_rim_accuracy_on_off,at_rim_pct_assisted_on,at_rim_pct_assisted_off,at_rim_pct_assisted_on_off,arc3_frequency_on,arc3_frequency_off,arc3_frequency_on_off,arc3_accuracy_on,arc3_accuracy_off,arc3_accuracy_on_off,arc3_pct_assisted_on,arc3_pct_assisted_off,arc3_pct_assisted_on_off,corner3_frequency_on,corner3_frequency_off,corner3_frequency_on_off,corner3_accuracy_on,corner3_accuracy_off,corner3_accuracy_on_off,corner3_pct_assisted_on,corner3_pct_assisted_off,corner3_pct_assisted_on_off,shooting_fouls_drawn_pct_on,shooting_fouls_drawn_pct_off,shooting_fouls_drawn_pct_on_off,two_pt_shooting_fouls_drawn_pct_on,two_pt_shooting_fouls_drawn_pct_off,two_pt_shooting_fouls_drawn_pct_on_off,three_pt_shooting_fouls_drawn_pct_on,three_pt_shooting_fouls_drawn_pct_off,three_pt_shooting_fouls_drawn_pct_on_off,on_net_rating,off_net_rating,net_rating_diff,on_off_ortg_diff,on_off_drtg_diff,team_ts_diff,team_efg_diff,team_3pt_pct_diff,team_3pa_rate_diff,team_tov_pct_diff,team_ast_pct_diff,team_oreb_pct_diff,team_dreb_pct_diff,opp_ts_diff,opp_rim_rate_diff,opp_3pa_rate_diff,pace_diff,onoff_sample_flag,onoff_impact_score
201886,DeWanna Bonner,dewannabonner,1611661323,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-201886__bf26d288,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661323&PlayerId=201886,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-201886__bf26d288__results.csv,357.429,121.143,14.288,17.199,-2.911,7.865,7.928,-0.063,2.977,5.439,-2.462,2.079,2.127,-0.049,3.543,3.535,0.008,0.447,0.439,0.008,0.418,0.391,0.027,0.17,0.226,-0.056,0.405,0.355,0.05,14.361,18.452,-4.091,0.464,0.35,0.114,0.099,0.1,-0.001,0.029,0.035,-0.006,0.114,0.109,0.005,0.221,0.274,-0.053,0.212,0.348,-0.136,8.459,7.073,1.386,19.205,22.066,-2.861,0.411,0.456,-0.045,13.443,15.897,-2.454,12.913,15.054,-2.142,0.224,0.236,-0.012,0.485,0.47,0.016,0.375,0.331,0.044,0.22,0.295,-0.075,0.171,0.221,-0.05,0.524,0.566,-0.042,0.047,0.032,0.015,0.154,0.238,-0.084,0.393,0.429,-0.036,0.08,0.114,-0.033,0.106,0.15,-0.044,0.002,0.002,-0.0,,,,-2.911,,0.008,0.027,-0.056,,0.114,0.008,-0.006,-0.001,,,,-2.454,medium,0.0
1630096,DiJonai Carrington,dijonaicarrington,1611661323,2024,Playoffs,get-on-off__player_on_off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1630096__1b7ac541,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Playoffs&TeamId=1611661323&PlayerId=1630096,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1630096__1b7ac541__results.csv,84.1,25.1,14.233,17.094,-2.861,13.461,7.618,5.843,2.397,3.794,-1.396,1.981,1.202,0.779,6.308,3.427,2.88,0.386,0.399,-0.013,0.363,0.359,0.004,0.171,0.096,0.075,0.322,0.363,-0.041,12.669,15.116,-2.447,0.362,0.25,0.112,0.089,0.083,0.006,0.033,0.092,-0.059,0.123,0.057,0.066,0.118,0.158,-0.041,0.108,0.377,-0.27,5.2,5.198,0.003,12.716,13.529,-0.813,0.359,0.349,0.011,13.045,15.476,-2.431,13.888,14.481,-0.593,0.239,0.246,-0.007,0.392,0.379,0.013,0.333,0.312,0.021,0.133,0.12,0.012,0.143,0.067,0.076,0.352,0.16,0.192,0.06,0.06,0.0,0.202,0.2,0.002,0.375,0.2,0.175,0.056,0.105,-0.05,0.078,0.136,-0.058,0.003,0.0,0.003,,,,-2.861,,-0.013,0.004,0.075,,0.112,2.88,-0.059,0.006,,,,-2.431,medium,0.0
1630096,DiJonai Carrington,dijonaicarrington,1611661323,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1630096__5a5993ba,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661323&PlayerId=1630096,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1630096__5a5993ba__results.csv,324.571,162.286,14.374,17.213,-2.84,7.015,8.972,-1.957,3.645,4.6,-0.955,2.392,1.839,0.553,3.177,4.002,-0.825,0.392,0.491,-0.099,0.357,0.449,-0.091,0.178,0.175,0.003,0.346,0.439,-0.093,14.066,18.278,-4.212,0.429,0.457,-0.028,0.095,0.103,-0.008,0.028,0.032,-0.004,0.103,0.101,0.002,0.197,0.338,-0.142,0.269,0.317,-0.048,7.513,8.651,-1.138,19.409,17.836,1.573,0.381,0.476,-0.096,13.313,16.09,-2.777,13.402,15.425,-2.023,0.189,0.247,-0.058,0.474,0.498,-0.024,0.441,0.304,0.136,0.238,0.269,-0.031,0.181,0.18,0.001,0.499,0.468,0.031,0.043,0.05,-0.006,0.149,0.154,-0.005,0.333,0.429,-0.095,0.088,0.104,-0.015,0.132,0.128,0.004,0.001,0.005,-0.004,,,,-2.84,,-0.099,-0.091,0.003,,-0.028,-0.825,-0.004,-0.008,,,,-2.777,medium,0.0
1629497,Marina Mabrey,marinamabrey,1611661323,2024,Playoffs,get-on-off__player_on_off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1629497__4634d5ee,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Playoffs&TeamId=1611661323&PlayerId=1629497,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1629497__4634d5ee__results.csv,84.4,24.5,13.606,17.165,-3.559,7.164,10.614,-3.45,3.108,3.773,-0.665,1.714,2.178,-0.464,3.159,4.854,-1.694,0.394,0.362,0.032,0.355,0.324,0.031,0.146,0.125,0.022,0.331,0.29,0.04,12.197,14.086,-1.888,0.395,0.185,0.21,0.092,0.116,-0.023,0.032,0.099,-0.067,0.11,0.122,-0.013,0.165,0.049,0.116,0.134,0.117,0.017,4.062,5.038,-0.975,16.257,9.661,6.596,0.37,0.357,0.014,9.88,14.796,-4.916,10.521,14.453,-3.932,0.3,0.254,0.046,0.439,0.3,0.138,0.324,0.4,-0.076,0.078,0.134,-0.056,0.127,0.092,0.036,0.31,0.3,0.01,0.062,0.043,0.019,0.267,0.15,0.117,0.4,0.15,0.25,0.081,0.086,-0.005,0.101,0.122,-0.021,0.004,0.0,0.004,,,,-3.559,,0.032,0.031,0.022,,0.21,-1.694,-0.067,-0.023,,,,-4.916,medium,0.0
1629497,Marina Mabrey,marinamabrey,1611661323,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1629497__6912665e,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661323&PlayerId=1629497,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1629497__6912665e__results.csv,119.643,418.214,10.652,16.668,-6.016,5.831,7.837,-2.006,3.333,4.938,-1.605,1.767,2.108,-0.34,2.552,3.519,-0.967,0.301,0.493,-0.191,0.26,0.447,-0.187,0.1,0.185,-0.085,0.249,0.445,-0.197,11.92,17.081,-5.161,0.336,0.451,-0.115,0.079,0.105,-0.027,0.021,0.039,-0.018,0.062,0.124,-0.062,0.147,0.313,-0.166,0.148,0.366,-0.218,4.064,8.411,-4.347,15.643,19.438,-3.795,0.324,0.446,-0.122,10.898,15.947,-5.05,10.496,15.289,-4.793,0.192,0.261,-0.068,0.32,0.558,-0.238,0.279,0.372,-0.094,0.155,0.214,-0.059,0.096,0.192,-0.096,0.261,0.609,-0.348,0.049,0.04,0.008,0.112,0.13,-0.018,0.286,0.429,-0.143,0.093,0.108,-0.015,0.119,0.143,-0.024,0.002,0.002,-0.001,,,,-6.016,,-0.191,-0.187,-0.085,,-0.115,-0.967,-0.018,-0.027,,,,-5.05,large,0.0
1631135,Olivia Nelson-Ododa,olivianelsonododa,1611661323,2024,Playoffs,get-on-off__player_on_off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1631135__df3bd881,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Playoffs&TeamId=1611661323&PlayerId=1631135,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1631135__df3bd881__results.csv,29.0,93.7,12.408,14.432,-2.025,13.256,7.264,5.992,2.493,3.137,-0.643,1.333,2.09,-0.757,6.127,3.221,2.906,0.288,0.372,-0.084,0.26,0.335,-0.076,0.141,0.179,-0.038,0.243,0.305,-0.062,12.762,13.282,-0.52,0.263,0.424,-0.161,0.047,0.086,-0.039,0.067,0.029,0.038,0.059,0.087,-0.027,0.096,0.158,-0.061,0.184,0.119,0.066,4.752,4.975,-0.222,12.881,18.47,-5.589,0.353,0.358,-0.006,13.959,9.192,4.767,12.695,10.691,2.004,0.204,0.254,-0.05,0.29,0.397,-0.107,0.388,0.4,-0.012,0.222,0.138,0.084,0.129,0.158,-0.029,0.375,0.34,0.035,0.042,0.058,-0.015,0.175,0.278,-0.103,0.3,0.375,-0.075,0.046,0.084,-0.038,0.073,0.11,-0.038,0.0,0.004,-0.004,,,,-2.025,,-0.084,-0.076,-0.038,,-0.161,2.906,0.038,-0.039,,,,4.767,medium,53.89
1631135,Olivia Nelson-Ododa,olivianelsonododa,1611661323,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1631135__6dd8127a,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661323&PlayerId=1631135,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1631135__6dd8127a__results.csv,121.786,415.714,16.52,15.057,1.463,8.309,8.363,-0.055,4.046,4.311,-0.265,3.558,1.925,1.633,3.637,3.841,-0.203,0.459,0.409,0.05,0.422,0.362,0.06,0.231,0.212,0.019,0.386,0.327,0.058,21.639,15.736,5.902,0.426,0.429,-0.002,0.082,0.101,-0.019,0.019,0.035,-0.015,0.093,0.153,-0.06,0.328,0.164,0.164,0.41,0.19,0.22,9.565,7.922,1.643,22.692,19.776,2.916,0.461,0.418,0.043,15.998,14.556,1.441,15.002,13.81,1.193,0.195,0.213,-0.018,0.473,0.373,0.099,0.318,0.296,0.021,0.297,0.26,0.036,0.246,0.214,0.032,0.584,0.648,-0.064,0.043,0.05,-0.007,0.184,0.167,0.016,0.333,0.5,-0.167,0.099,0.088,0.011,0.143,0.112,0.031,0.0,0.003,-0.003,,,,1.463,,0.05,0.06,0.019,,-0.002,-0.203,-0.015,-0.019,,,,1.441,large,100.0
1631031,Queen Egbo,queenegbo,1611661323,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1631031__60bebf4a,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661323&PlayerId=1631031,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1631031__60bebf4a__results.csv,2.0,565.357,4.777,17.072,-12.295,3.912,8.479,-4.568,2.041,4.069,-2.028,0.0,2.358,-2.358,1.701,3.823,-2.122,0.098,0.518,-0.42,0.045,0.478,-0.434,0.036,0.211,-0.175,0.036,0.462,-0.426,5.958,16.901,-10.943,0.0,0.493,-0.493,0.086,0.107,-0.021,0.031,0.031,0.0,0.048,0.127,-0.079,0.095,0.308,-0.213,0.3,0.28,0.021,2.018,8.562,-6.544,3.489,23.0,-19.511,0.136,0.484,-0.348,6.703,15.77,-9.067,6.184,15.117,-8.933,0.071,0.238,-0.167,0.0,0.602,-0.602,0.0,0.428,-0.428,0.107,0.305,-0.198,0.036,0.216,-0.18,0.071,0.65,-0.579,0.0,0.049,-0.049,0.0,0.177,-0.177,0.0,0.486,-0.486,0.071,0.103,-0.031,0.071,0.139,-0.068,0.0,0.002,-0.002,,,,-12.295,,-0.42,-0.434,-0.175,,-0.493,-2.122,0.0,-0.021,,,,-9.067,large,0.0
1627671,Rachel Banham,rachelbanham,1611661323,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1627671__b8148d96,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661323&PlayerId=1627671,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1627671__b8148d96__results.csv,77.286,471.357,15.239,15.141,0.098,9.366,7.341,2.025,5.278,3.9,1.377,1.862,2.328,-0.466,4.108,3.308,0.8,0.39,0.477,-0.087,0.349,0.434,-0.085,0.137,0.179,-0.042,0.365,0.432,-0.067,15.921,15.281,0.639,0.432,0.423,0.008,0.102,0.1,0.002,0.036,0.029,0.007,0.101,0.117,-0.016,0.259,0.257,0.002,0.245,0.259,-0.014,5.465,7.805,-2.34,14.433,21.238,-6.805,0.389,0.444,-0.055,12.589,14.604,-2.014,11.793,14.108,-2.315,0.271,0.216,0.055,0.457,0.401,0.057,0.251,0.368,-0.116,0.151,0.265,-0.114,0.143,0.181,-0.037,0.421,0.516,-0.094,0.023,0.051,-0.027,0.101,0.15,-0.049,0.214,0.414,-0.2,0.128,0.094,0.034,0.157,0.126,0.031,0.0,0.001,-0.001,,,,0.098,,-0.087,-0.085,-0.042,,0.008,0.8,0.007,0.002,,,,-2.014,large,69.66
1627676,Tiffany Mitchell,tiffanymitchell,1611661323,2024,Playoffs,get-on-off__player_on_off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1627676__012fbe15,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Playoffs&TeamId=1611661323&PlayerId=1627676,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1627676__012fbe15__results.csv,0.0,130.1,0.0,16.652,-16.652,0.0,12.699,-12.699,0.0,3.455,-3.455,0.0,2.158,-2.158,0.0,5.914,-5.914,0.0,0.443,-0.443,0.0,0.405,-0.405,0.0,0.178,-0.178,0.0,0.376,-0.376,0.0,14.817,-14.817,0.0,0.48,-0.48,0.0,0.103,-0.103,0.0,0.087,-0.087,0.0,0.123,-0.123,0.0,0.156,-0.156,0.0,0.189,-0.189,0.0,5.632,-5.632,0.0,18.708,-18.708,0.0,0.412,-0.412,0.0,14.988,-14.988,0.0,15.629,-15.629,0.0,0.297,-0.297,0.0,0.457,-0.457,0.0,0.41,-0.41,0.0,0.143,-0.143,0.0,0.146,-0.146,0.0,0.4,-0.4,0.0,0.062,-0.062,0.0,0.292,-0.292,0.0,0.475,-0.475,0.0,0.084,-0.084,0.0,0.113,-0.113,0.0,0.003,-0.003,,,,-16.652,,-0.443,-0.405,-0.178,,-0.48,-5.914,-0.087,-0.103,,,,-14.988,medium,0.0
1627676,Tiffany Mitchell,tiffanymitchell,1611661323,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1627676__88d167d1,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661323&PlayerId=1627676,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1627676__88d167d1__results.csv,111.714,428.214,14.793,16.829,-2.036,7.934,7.198,0.737,4.518,3.747,0.771,1.754,2.402,-0.649,3.618,3.224,0.394,0.377,0.492,-0.116,0.33,0.456,-0.126,0.145,0.193,-0.049,0.347,0.417,-0.069,15.623,16.167,-0.545,0.386,0.436,-0.049,0.102,0.104,-0.002,0.035,0.026,0.008,0.105,0.099,0.005,0.267,0.286,-0.019,0.236,0.263,-0.028,6.771,7.857,-1.085,14.369,21.272,-6.903,0.383,0.448,-0.065,12.838,14.392,-1.554,12.199,13.946,-1.747,0.248,0.202,0.046,0.444,0.504,-0.06,0.204,0.414,-0.209,0.178,0.305,-0.128,0.147,0.189,-0.042,0.461,0.512,-0.052,0.023,0.05,-0.026,0.077,0.21,-0.133,0.286,0.414,-0.129,0.091,0.097,-0.005,0.11,0.142,-0.033,0.006,0.0,0.006,,,,-2.036,,-0.116,-0.126,-0.049,,-0.049,0.394,0.008,-0.002,,,,-1.554,large,11.64
1630112,Tyasha Harris,tyashaharris,1611661323,2024,Playoffs,get-on-off__player_on_off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1630112__837bdbf4,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Playoffs&TeamId=1611661323&PlayerId=1630112,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1630112__837bdbf4__results.csv,32.6,89.3,17.661,14.159,3.502,5.758,14.819,-9.061,2.781,3.212,-0.432,2.07,1.834,0.236,2.406,6.987,-4.58,0.355,0.379,-0.024,0.325,0.344,-0.019,0.133,0.115,0.018,0.29,0.338,-0.047,15.402,13.119,2.284,0.253,0.458,-0.205,0.123,0.095,0.027,0.106,0.034,0.072,0.202,0.102,0.1,0.066,0.146,-0.08,0.322,0.13,0.192,4.251,4.737,-0.486,13.423,12.87,0.553,0.378,0.361,0.017,16.188,12.55,3.638,14.454,14.041,0.412,0.299,0.276,0.023,0.269,0.428,-0.158,0.153,0.45,-0.297,0.163,0.11,0.053,0.151,0.094,0.057,0.2,0.387,-0.187,0.057,0.034,0.022,0.05,0.242,-0.192,0.1,0.4,-0.3,0.061,0.083,-0.023,0.109,0.104,0.005,0.0,0.004,-0.004,,,,3.502,,-0.024,-0.019,0.018,,-0.205,-4.58,0.072,0.027,,,,3.638,medium,82.38
1630112,Tyasha Harris,tyashaharris,1611661323,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1630112__4a06ac69,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661323&PlayerId=1630112,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1630112__4a06ac69__results.csv,321.429,165.929,14.843,17.622,-2.78,6.127,8.028,-1.901,3.768,5.548,-1.78,2.006,2.238,-0.231,2.723,3.591,-0.868,0.451,0.431,0.02,0.419,0.371,0.048,0.178,0.173,0.005,0.371,0.367,0.005,16.63,18.147,-1.517,0.335,0.476,-0.14,0.1,0.112,-0.012,0.029,0.042,-0.013,0.092,0.122,-0.029,0.221,0.27,-0.05,0.328,0.319,0.009,7.785,7.206,0.579,17.462,21.258,-3.796,0.412,0.456,-0.044,14.225,15.987,-1.762,14.467,14.453,0.014,0.248,0.254,-0.006,0.34,0.546,-0.205,0.34,0.406,-0.067,0.191,0.276,-0.085,0.188,0.167,0.021,0.44,0.456,-0.016,0.043,0.039,0.003,0.162,0.177,-0.016,0.429,0.411,0.018,0.097,0.116,-0.019,0.14,0.144,-0.004,0.001,0.002,-0.001,,,,-2.78,,0.02,0.048,0.005,,-0.14,-0.868,-0.013,-0.012,,,,-1.762,medium,0.0
1631007,Veronica Burton,veronicaburton,1611661323,2024,Playoffs,get-on-off__player_on_off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1631007__07a0e81f,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Playoffs&TeamId=1611661323&PlayerId=1631007,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Playoffs__team_id-1611661323__player_id-1631007__07a0e81f__results.csv,48.0,70.0,16.316,14.583,1.733,11.338,6.592,4.746,3.418,2.44,0.978,1.447,2.214,-0.767,5.314,2.926,2.388,0.378,0.404,-0.025,0.348,0.379,-0.031,0.115,0.183,-0.068,0.342,0.337,0.005,14.378,12.866,1.513,0.494,0.294,0.2,0.107,0.096,0.011,0.087,0.04,0.048,0.104,0.179,-0.075,0.164,0.13,0.035,0.173,0.129,0.044,5.03,4.528,0.502,13.605,12.456,1.148,0.356,0.376,-0.021,12.042,11.515,0.527,14.274,10.363,3.911,0.254,0.319,-0.065,0.387,0.426,-0.039,0.401,0.302,0.099,0.128,0.114,0.014,0.063,0.163,-0.1,0.275,0.242,0.033,0.039,0.046,-0.007,0.25,0.24,0.01,0.3,0.267,0.033,0.073,0.056,0.018,0.09,0.074,0.016,0.0,0.006,-0.006,,,,1.733,,-0.025,-0.031,-0.068,,0.2,2.388,0.048,0.011,,,,0.527,medium,100.0
1631007,Veronica Burton,veronicaburton,1611661323,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1631007__475dab67,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661323&PlayerId=1631007,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661323__player_id-1631007__475dab67__results.csv,112.143,427.714,17.263,15.724,1.539,7.372,6.816,0.556,3.594,4.75,-1.155,2.201,2.19,0.011,3.146,3.114,0.032,0.468,0.408,0.06,0.448,0.356,0.092,0.19,0.181,0.009,0.429,0.348,0.081,16.063,17.021,-0.958,0.362,0.404,-0.042,0.098,0.104,-0.005,0.029,0.034,-0.005,0.116,0.108,0.009,0.265,0.213,0.053,0.264,0.232,0.031,7.02,7.571,-0.551,20.771,18.847,1.924,0.415,0.42,-0.006,13.584,14.424,-0.84,13.279,13.708,-0.429,0.209,0.254,-0.046,0.454,0.487,-0.033,0.382,0.401,-0.019,0.233,0.219,0.014,0.192,0.195,-0.003,0.395,0.567,-0.172,0.038,0.037,0.001,0.149,0.094,0.056,0.343,0.357,-0.014,0.084,0.107,-0.023,0.107,0.139,-0.032,0.0,0.003,-0.003,,,,1.539,,0.06,0.092,0.009,,-0.042,0.032,-0.005,-0.005,,,,-0.84,large,28.27
1629501,Alanna Smith,alannasmith,1611661324,2024,Playoffs,get-on-off__player_on_off__season-2024__season_type-Playoffs__team_id-1611661324__player_id-1629501__9e6d0ea0,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Playoffs&TeamId=1611661324&PlayerId=1629501,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Playoffs__team_id-1611661324__player_id-1629501__9e6d0ea0__results.csv,116.909,67.545,15.225,14.121,1.104,11.827,8.923,2.904,2.688,2.72,-0.031,3.517,3.621,-0.104,4.52,3.914,0.607,0.407,0.394,0.013,0.383,0.364,0.019,0.174,0.183,-0.008,0.411,0.391,0.019,15.929,15.391,0.538,0.379,0.439,-0.06,0.099,0.09,0.009,0.07,0.021,0.048,0.174,0.058,0.116,0.131,0.105,0.026,0.126,0.398,-0.272,4.685,5.288,-0.602,15.551,18.014,-2.463,0.385,0.358,0.027,11.192,15.126,-3.934,8.417,14.289,-5.872,0.286,0.215,0.071,0.45,0.458,-0.008,0.328,0.408,-0.08,0.193,0.184,0.009,0.169,0.178,-0.008,0.427,0.47,-0.042,0.057,0.044,0.013,0.2,0.091,0.109,0.364,0.182,0.182,0.049,0.075,-0.025,0.076,0.099,-0.023,0.014,0.01,0.004,,,,1.104,,0.013,0.019,-0.008,,-0.06,0.607,0.048,0.009,,,,-3.934,medium,83.79
1629501,Alanna Smith,alannasmith,1611661324,2024,Regular Season,get-on-off__player_on_off__season-2024__season_type-Regular_Season__team_id-1611661324__player_id-1629501__b5821f17,https://api.pbpstats.com/get-on-off/wnba/player?Season=2024&SeasonType=Regular+Season&TeamId=1611661324&PlayerId=1629501,200,data/pbpstats_jobs/wnba_on_off/normalized/get-on-off/player_on_off__get-on-off__season-2024__season_type-Regular_Season__team_id-1611661324__player_id-1629501__b5821f17__results.csv,315.385,223.0,15.75,17.46,-1.711,11.313,11.852,-0.539,4.445,3.603,0.842,4.003,5.562,-1.559,4.589,5.024,-0.435,0.454,0.475,-0.021,0.408,0.446,-0.038,0.247,0.245,0.001,0.387,0.434,-0.047,17.82,19.782,-1.962,0.555,0.491,0.064,0.189,0.123,0.066,0.026,0.052,-0.027,0.07,0.142,-0.072,0.115,0.236,-0.121,0.12,0.24,-0.121,6.316,6.61,-0.295,18.826,19.43,-0.604,0.481,0.467,0.014,13.956,15.897,-1.941,16.543,14.885,1.659,0.288,0.306,-0.018,0.552,0.534,0.018,0.682,0.552,0.13,0.217,0.234,-0.017,0.208,0.248,-0.04,0.517,0.734,-0.217,0.072,0.07,0.002,0.308,0.143,0.164,0.613,0.385,0.228,0.119,0.092,0.027,0.155,0.147,0.009,0.01,0.002,0.007,,,,-1.711,,-0.021,-0.038,0.001,,0.064,-0.435,-0.027,0.066,,,,-1.941,large,0.0
